Nro,CODIGO,X,Y,ALTURA,SITIO,FUENTE,CAMPAÑA,AÑO,FECHA,DATUM,ZONA,PROVINCIA,CANTON,PARROQUIA,DEMARCACION HIDROGRAFICA,CUENCA,SUBCUENCA, CODIGO UNIDAD HIDROGRAFICA PFAFSTETTER, UNIDAD HIDROGRAFICA PFAFSTETTER,TIPO DE MUESTRA,NUMERO DE ORDEN DE TRABAJO
1,DHS-CP-01,688409,9672210,3568,YANUNCAY,RIO CAN CAN,CAMPAÑA 1,2013,11/11/2013,WGS84,17 S,AZUAY,CUENCA,BAÑOS,SANTIAGO,CUENCA RIO SANTIAGO,RIO PAUTE,49982,CUENCA RIO PAUTE,SIMPLE,031-2013-SENAGUA-DNCA-STRH
2,DHS-CP-02,721840,9677507,2520,ESTACION ETAPA YANUNCAY,RIO YANUNCAY AJ TARQUI,CAMPAÑA 1,2013,11/11/2013,WGS84,17 S,AZUAY,CUENCA,CUENCA,SANTIAGO,CUENCA RIO SANTIAGO,RIO PAUTE,49982,CUENCA RIO PAUTE,SIMPLE,031-2013-SENAGUA-DNCA-STRH
3,DHS-CP-03,722008,9677359,2518,YANUNCAY/TARQUI,RIO TARQUI AJ YANUNCAY,CAMPAÑA 1,2013,11/11/2013,WGS84,17 S,AZUAY,CUENCA,CUENCA,SANTIAGO,CUENCA RIO SANTIAGO,RIO PAUTE,49982,CUENCA RIO PAUTE,SIMPLE,031-2013-SENAGUA-DNCA-STRH
4,DHS-CP-04,709517,9656919,2774,TARQUI,RIO PORTETE,CAMPAÑA 1,2013,12/11/2013,WGS84,17 S,AZUAY,CUENCA,VICTORIA DEL PORTETE (IRQUIS),SANTIAGO,CUENCA RIO SANTIAGO,RIO PAUTE,49982,CUENCA RIO PAUTE,SIMPLE,031-2013-SENAGUA-DNCA-STRH
5,DHS-CP-05,703678,9692714,3489,TOMEBAMBA(HOSTERIA DOS CHORERAS),BLANCO DEL RIO TOMEBAMBA,CAMPAÑA 1,2013,12/11/2013,WGS84,17 S,AZUAY,CUENCA,SAYAUSI,SANTIAGO,CUENCA RIO SANTIAGO,RIO PAUTE,49982,CUENCA RIO PAUTE,SIMPLE,031-2013-SENAGUA-DNCA-STRH
6,DHS-CP-06,717191,9680731,2624,PUENTE SAN JOAQUIN,RIO TOMEBAMBA AJ PAUTE,CAMPAÑA 1,2013,16/11/2013,WGS84,17 S,AZUAY,CUENCA,CUENCA,SANTIAGO,CUENCA RIO SANTIAGO,RIO PAUTE,49982,CUENCA RIO PAUTE,SIMPLE,031-2013-SENAGUA-DNCA-STRH
7,DHS-CP-07,726952,9680931,2359,URBANIZACION TERRANOVA,RIO MACHANGARA,CAMPAÑA 1,2013,12/11/2013,WGS84,17 S,AZUAY,CUENCA,CUENCA,SANTIAGO,CUENCA RIO SANTIAGO,RIO PAUTE,49982,CUENCA RIO PAUTE,SIMPLE,031-2013-SENAGUA-DNCA-STRH
8,DHS-CP-08,728348,9682115,2415,PTAR ETAPA UCUBAMBA,RIO PAUTE,CAMPAÑA 1,2013,12/11/2013,WGS84,17 S,AZUAY,CUENCA,CUENCA,SANTIAGO,CUENCA RIO SANTIAGO,RIO PAUTE,49982,CUENCA RIO PAUTE,SIMPLE,031-2013-SENAGUA-DNCA-STRH
9,DHS-CP-09,720292,9693207,2964,CHACAYAGU,CHACAYAGU BLANCO RIO MACHANGARA,CAMPAÑA 1,2013,15/11/2013,WGS84,17 S,AZUAY,CUENCA,CHIQUINTAD,SANTIAGO,CUENCA RIO SANTIAGO,RIO PAUTE,49982,CUENCA RIO PAUTE,SIMPLE,031-2013-SENAGUA-DNCA-STRH
10,DHS-CP-10,737058,9702473,2866,SECTOR BURGAY,BLANCO DEL RIO BURGAY,CAMPAÑA 1,2013,15/11/2013,WGS84,17 S,CAÑAR,AZOGUES,GUAPAN,SANTIAGO,CUENCA RIO SANTIAGO,RIO PAUTE,49982,CUENCA RIO PAUTE,SIMPLE,031-2013-SENAGUA-DNCA-STRH
11,DHS-CP-11,757186,9670239,3201,SECTOR GUALACEO,BLANCO DEL RIO GUALACEO,CAMPAÑA 1,2013,13/11/2013,WGS84,17 S,AZUAY,GUALACEO,LUIS CORDERO VEGA,SANTIAGO,CUENCA RIO SANTIAGO,RIO PAUTE,49982,CUENCA RIO PAUTE,SIMPLE,031-2013-SENAGUA-DNCA-STRH
12,DHS-CP-12,747805,9682525,2214,ANTES DE LA JUNTA CON RIO PAUTE (PUENTE CERTAG),RIO GUALACEO,CAMPAÑA 1,2013,12/11/2013,WGS84,17 S,AZUAY,GUALACEO,MARIANO MORENO,SANTIAGO,CUENCA RIO SANTIAGO,RIO PAUTE,49982,CUENCA RIO PAUTE,SIMPLE,031-2013-SENAGUA-DNCA-STRH
13,DHS-CP-13,750058,9693576,2181,ESTACION INHAMI Y CELEC DEL PAUTE,RIO PAUTE,CAMPAÑA 1,2013,14/11/2013,WGS84,17 S,AZUAY,PAUTE,PAUTE,SANTIAGO,CUENCA RIO SANTIAGO,RIO PAUTE,49982,CUENCA RIO PAUTE,SIMPLE,031-2013-SENAGUA-DNCA-STRH
14,DHS-CP-14,763908,9699847,2870,RIO NEGRO,BLANCO  DEL RIO NEGRO,CAMPAÑA 1,2013,13/11/2013,WGS84,17 S,AZUAY,SEVILLA DE ORO,PALMAS,SANTIAGO,CUENCA RIO SANTIAGO,RIO PAUTE,49982,CUENCA RIO PAUTE,SIMPLE,031-2013-SENAGUA-DNCA-STRH
15,DHS-CP-15,787716,9696246,734,SECTOR LA DOLOROSA(HIDRO SAN BARTOLO),RIO NEGRO AJ PAUTE,CAMPAÑA 1,2013,14/11/2013,WGS84,17 S,MORONA SANTIAGO,SANTIAGO,COPAL,SANTIAGO,CUENCA RIO SANTIAGO,RIO PAUTE,49982,CUENCA RIO PAUTE,SIMPLE,031-2013-SENAGUA-DNCA-STRH
16,DHS-CP-16,797315,9699847,467,PAUTE,RIO PAUTE AJ NEGRO,CAMPAÑA 1,2013,13/11/2013,WGS84,17 S,MORONA SANTIAGO,SANTIAGO,CHUPIANZA,SANTIAGO,CUENCA RIO SANTIAGO,RIO PAUTE,49982,CUENCA RIO PAUTE,SIMPLE,031-2013-SENAGUA-DNCA-STRH
17,DHS-CP-17,736140,9687505,2350,SECTOR EL DESCANSE,RIO BURGAY AJ PAUTE,CAMPAÑA 1,2013,15/11/2013,WGS84,17 S,AZUAY,PAUTE,SAN CRISTOBAL (CARLOS ORDOÑEZ LAZO),SANTIAGO,CUENCA RIO SANTIAGO,RIO PAUTE,49982,CUENCA RIO PAUTE,SIMPLE,031-2013-SENAGUA-DNCA-STRH
18,DHM-CM-01,843260,10031690,2348,SAN VICENTE,RIO BLANCO,CAMPAÑA 1,2013,26/11/2013,WGS84,17 S,IMBABURA,PIMAMPIRO,SAN  FCO. DE SIGSIPAMBA,MIRA,RIO MIRA,RIO MIRA,15494,CUENCA RIO MATAQUI,SIMPLE,036-2013-SENAGUA-DNCA-STRH
19,DHM-CM-02,841050,10049025,1700,PIQUIUCHO,RIO APAQUI,CAMPAÑA 1,2013,26/11/2013,WGS84,17 S,CARCHI,BOLIVAR,SAN RAFAEL ,MIRA,RIO MIRA,RIO MIRA,15495,UNIDAD HIDROGRAFICA 15495,SIMPLE,036-2013-SENAGUA-DNCA-STRH
20,DHM-CM-03,866295,10077580,3030,JULIO ANDRADE,QUEBRADA MICHUQUER,CAMPAÑA 1,2013,28/11/2013,WGS84,17 S,CARCHI,TULCAN,JULIO ANDRADE,MIRA,RIO MIRA,RIO MIRA,15499,CUENCA DE LA QUEBRADA OBISPO,SIMPLE,036-2013-SENAGUA-DNCA-STRH
21,DHM-CM-04,858190,10059426,2691,EL CHAMIZO,RIO MINAS,CAMPAÑA 1,2013,26/11/2013,WGS84,17 S,CARCHI,MONTUFAR,SAN GABRIEL ,MIRA,RIO MIRA,RIO MIRA,15497,CUENCA RIO RUMICHACA O APAQUI,SIMPLE,036-2013-SENAGUA-DNCA-STRH
22,DHM-CM-05,840030,10074072,3072,SAN FRANCISCO,RIO CARIYACU,CAMPAÑA 1,2013,26/11/2013,WGS84,17 S,CARCHI,ESPEJO,LA LIBERTAD,MIRA,RIO MIRA,RIO MIRA,15492,CUENCA RIO EL ANGEL,SIMPLE, 036-2013-SENAGUA-DNCA-STRH
23,DHM-CM-06,828215,10055278,1643,CHOTA CHIQUITO,RIO EL ANGEL ,CAMPAÑA 1,2013,26/11/2013,WGS84,17 S,CARCHI,BOLIVAR,SAN VICENTE DE PUSIR,MIRA,RIO MIRA,RIO MIRA,15492,CUENCA RIO EL ANGEL,SIMPLE, 036-2013-SENAGUA-DNCA-STRH
24,DHM-CM-07,824984,10025818,2766,PUENTE ANGOCHAGUA,RIO TAHUANDO ,CAMPAÑA 1,2013,27/11/2013,WGS84,17 S,IMBABURA,IBARRA,ANGOCHAGUA,MIRA,RIO MIRA,RIO MIRA,15482,CUENCA RIO TAHUANDO,SIMPLE,036-2013-SENAGUA-DNCA-STRH
25,DHM-CM-08,795378,10023642,3034,QUICHINCHE,QUEBRADA PISABO,CAMPAÑA 1,2013,25/11/2013,WGS84,17 S,IMBABURA,OTAVALO,SAN JOSE DE QUICHINCHE,MIRA,RIO MIRA,RIO MIRA,15488,CUENCA RIO  BLANCO 15488,SIMPLE,036-2013-SENAGUA-DNCA-STRH
26,DHM-CM-09,800060,10033174,2601,CHILCAPAMBA,RIO YANAYACU,CAMPAÑA 1,2013,25/11/2013,WGS84,17 S,IMBABURA,COTACACHI,COTACACHI,MIRA,RIO MIRA,RIO MIRA,15485,UNIDAD HIDROGRAFICA 15485,SIMPLE,036-2013-SENAGUA-DNCA-STRH
27,DHM-CM-10,812185,10041660,1965,ANTONIO ANTE,RIO AMBI 1,CAMPAÑA 1,2013,25/11/2013,WGS84,17 S,IMBABURA,ANTONIO ANTE,SAN JOSE DE CHALTURA,MIRA,RIO MIRA,RIO MIRA,15483,UNIDAD HIDROGRAFICA 15483,SIMPLE,036-2013-SENAGUA-DNCA-STRH
28,DHM-CM-11,820840,10051540,1584,SALINAS,RIO AMBI 2 ,CAMPAÑA 1,2013,29/11/2013,WGS84,17 S,IMBABURA,IBARRA,SALINAS,MIRA,RIO MIRA,RIO MIRA,15481,UNIDAD HIDROGRAFICA 15481,SIMPLE,036-2013-SENAGUA-DNCA-STRH
29,DHM-CM-12,810345,10086527,1076,GUALCHAN ,RIO BLANCO,CAMPAÑA 1,2013,29/11/2013,WGS84,17 S,CARCHI,ESPEJO,GUALCHAN ,MIRA,RIO MIRA,RIO SAN JUAN,15472,CUENCA RIO BLANCO 15472,SIMPLE, 036-2013-SENAGUA-DNCA-STRH
30,DHM-CM-13,783534,10095130,537,LITA ,RIO LITA,CAMPAÑA 1,2013,29/11/2013,WGS84,17 S,IMBABURA,SAN LORENZO,ALTO TAMBO ,MIRA,RIO MIRA,RIO MIRA,15461,UNIDAD HIDROGRAFICA 15461,SIMPLE, 036-2013-SENAGUA-DNCA-STRH
31,DHM-CC-01,850875,10088660,3159,TUFIÑO,RIO GRANDE ,CAMPAÑA 1,2013,27/11/2013,WGS84,17 S,CARCHI,TULCAN,TUFIÑO,MIRA,RIO CARCHI,RIO CARCHI,15649,CUENCA RIO CARCHI,SIMPLE, 036-2013-SENAGUA-DNCA-STRH
32,DHM-CC-02,854300,10089430,3070,TUFIÑO,RIO CHIQUITO,CAMPAÑA 1,2013,28/11/2013,WGS84,17 S,CARCHI,TULCAN,TUFIÑO,MIRA,RIO CARCHI,RIO CARCHI,15649,CUENCA RIO CARCHI,SIMPLE, 036-2013-SENAGUA-DNCA-STRH
33,DHM-CC-03,855675,10080730,3371,LAS JUNTAS,RIO BOBO ,CAMPAÑA 1,2013,27/11/2013,WGS84,17 S,CARCHI,TULCAN,TUFIÑO,MIRA,RIO CARCHI,RIO CARCHI,15649,CUENCA RIO CARCHI,SIMPLE,036-2013-SENAGUA-DNCA-STRH
34,DHM-CC-04,866590,10093260,2850,PUENTE URBINA,RIO BOBO ,CAMPAÑA 1,2013,19/12/2013,WGS84,17 S,CARCHI,TULCAN,TUFIÑO,MIRA,RIO CARCHI,RIO CARCHI,15649,CUENCA RIO CARCHI,COMPUESTA,041-2013-SENAGUA-DNCA-STRH
35,DHM-CC-05,861890,10085610,3002,LAS JUNTAS,RIO TAJAMAR (ARRIBA),CAMPAÑA 1,2013,28/11/2013,WGS84,17 S,CARCHI,TULCAN,TUFIÑO,MIRA,RIO CARCHI,RIO CARCHI,15647,CUENCA DE LA QUEBRADA EL CARRIZAL,SIMPLE, 036-2013-SENAGUA-DNCA-STRH
36,DHM-CC-06,871307,10090010,2804,PUENTE RUMICHACA,RIO TAJAMAR (ABAJO),CAMPAÑA 1,2013,28/11/2013,WGS84,17 S,CARCHI,GONZALO PIZARRO,PUERTO LIBRE,MIRA,RIO CARCHI,RIO CARCHI,49786,CUENCA RIO AGUARICO,SIMPLE,036-2013-SENAGUA-DNCA-STRH
37,DHM-CC-07,862250,10088670,3068,SANTA ROSA DE TAQUES,PLANTA DE POTABILIZACION (AGUAS CRUDAS),CAMPAÑA 1,2013,20/12/2013,WGS84,17 S,CARCHI,TULCAN,TULCAN,MIRA,RIO CARCHI,RIO CARCHI,15647,CUENCA DE LA QUEBRADA EL CARRIZAL,SIMPLE,041-2013-SENAGUA-DNCA-STRH
38,DHM-CC-08,862273,10088725,3068,SANTA ROSA DE TAQUES,PLANTA DE POTABILIZACION (AGUAS TRATADAS),CAMPAÑA 1,2013,20/12/2013,WGS84,17 S,CARCHI,TULCAN,TULCAN,MIRA,RIO CARCHI,RIO CARCHI,15649,CUENCA RIO CARCHI,SIMPLE, 041-2013-SENAGUA-DNCA-STRH
39,DHM-CC-09,863113,10089202,2838,PUETATE,PUNTO EN LA DESCARGA DE LA PLANTA DE TRATAMIENTO VIVIENDA POPULAR,CAMPAÑA 1,2013,17/12/2013,WGS84,17 S,CARCHI,TULCAN,TULCAN,MIRA,RIO CARCHI,RIO CARCHI,15649,CUENCA RIO CARCHI,SIMPLE,041-2013-SENAGUA-DNCA-STRH
40,DHM-CC-10,868740,10090930,2852,TAJAMAR,PUNTO EN LA DESCARGA DE LA PLANTA DE TRATAMIENTO TAJAMAR,CAMPAÑA 1,2013,18/12/2013,WGS84,17 S,CARCHI,TULCAN,TULCAN,MIRA,RIO CARCHI,RIO CARCHI,15647,CUENCA DE LA QUEBRADA EL CARRIZAL,COMPUESTA,041-2013-SENAGUA-DNCA-STRH
41,DHM-CC-11,867322,10092453,2884,HONORATO VASQUEZ,PUNTO EN LA DESCARGA DE LA PLANTA DE TRATAMIENTO HONORATO VASQUEZ,CAMPAÑA 1,2013,17/12/2013,WGS84,17 S,CARCHI,TULCAN,TULCAN,MIRA,RIO CARCHI,RIO CARCHI,15649,CUENCA RIO CARCHI,SIMPLE,041-2013-SENAGUA-DNCA-STRH
42,DHM-CC-12,866300,10093385,2858,LOS COMUNEROS,PUNTO EN LA DESCARGA DE LA PLANTA DE TRATAMIENTO LOS COMUNEROS ,CAMPAÑA 1,2013,17/12/2013,WGS84,17 S,CARCHI,TULCAN,TULCAN,MIRA,RIO CARCHI,RIO CARCHI,15649,CUENCA RIO CARCHI,CAUDAL MINIMO,041-2013-SENAGUA-DNCA-STRH
43,DHM-CC-13,865980,10092415,2880,PADRE CARLOS ,PUNTO EN LA DESCARGA DE LA PLANTA DE TRATAMIENTO PADRE CARLOS ,CAMPAÑA 1,2013,17/12/2013,WGS84,17 S,CARCHI,TULCAN,TULCAN,MIRA,RIO CARCHI,RIO CARCHI,15649,CUENCA RIO CARCHI,SIMPLE, 041-2013-SENAGUA-DNCA-STRH
44,DHM-CC-14,865466,10091070,2888,BRASIL,PUNTO EN LA DESCARGA DE LA PLANTA DE TRATAMIENTO BRASIL,CAMPAÑA 1,2013,17/12/2013,WGS84,17 S,CARCHI,TULCAN,TULCAN,MIRA,RIO CARCHI,RIO CARCHI,15649,CUENCA RIO CARCHI,FUERA DE FUNCIONAMIENTO,041-2013-SENAGUA-DNCA-STRH
45,DHM-CC-15,865165,10090775,2876,TRES CHORROS ,PUNTO EN LA DESCARGA DE LA PLANTA DE TRATAMIENTO TRES CHORROS,CAMPAÑA 1,2013,17/12/2013,WGS84,17 S,CARCHI,TULCAN,TULCAN,MIRA,RIO CARCHI,RIO CARCHI,15649,CUENCA RIO CARCHI,SIMPLE, 041-2013-SENAGUA-DNCA-STRH
46,DHE-CCAY-001,753283,10129894,27,RIO PALAVI,RIO PALAVI,CAMPAÑA 1,2013,13/08/2013,UTM,17 S,ESMERALDAS,SAN LORENZO,TULULBI (CAB. EN RICAURTE),ESMERALDAS,RIO CAYAPAS,RIO SANTIAGO,15364,CUENCA RIO BOGOTA,SIMPLE,005-2013-SENAGUA-DNCA-STRH
47,DHE-CCAY-002,747956,10124917,20,RIO BOGOTA,RIO BOGOTA,CAMPAÑA 1,2013,13/08/2013,UTM,17 S,ESMERALDAS,SAN LORENZO,CARONDELET,ESMERALDAS,RIO CAYAPAS,RIO SANTIAGO,15364,CUENCA RIO BOGOTA,SIMPLE,005-2013-SENAGUA-DNCA-STRH
48,DHE-CCAY-003,742922,10117089,,RIO BOGOTA,RIO BOGOTA,CAMPAÑA 1,2013,13/08/2013,UTM,17 S,ESMERALDAS,SAN LORENZO,CONCEPCION,ESMERALDAS,RIO CAYAPAS,RIO SANTIAGO,15364,CUENCA RIO BOGOTA,SIMPLE,005-2013-SENAGUA-DNCA-STRH
49,DHE-CCAY-005,773135,10099116,782,RIO NEGRO,RIO NEGRO,CAMPAÑA 1,2013,14/08/2013,UTM,17 S,ESMERALDAS,SAN LORENZO,ALTO TAMBO (CAB EN GUADUAL),ESMERALDAS,RIO CAYAPAS,,15366,CUENCA RIO NEGRO,SIMPLE,005-2013-SENAGUA-DNCA-STRH
50,DHE-CCAY-004,745105,10114256,16,RIO HUIMBICITO,RIO HUIMBICITO,CAMPAÑA 1,2013,14/08/2013,UTM,17 S,ESMERALDAS,SAN LORENZO,CONCEPCION,ESMERALDAS,RIO CAYAPAS,RIO SANTIAGO,15365,UNIDAD HIDROGRAFICA 15365,SIMPLE,005-2013-SENAGUA-DNCA-STRH
51,DHE-CCAY-007,732542,10113014,,ESTERO MARIA,ESTERO MARIA,CAMPAÑA 1,2013,14/08/2013,UTM,17 S,ESMERALDAS,ELOY ALFARO,COLON ELOY DEL MARIA,ESMERALDAS,RIO CAYAPAS,RIO SANTIAGO,15363,UNIDAD HIDROGRAFICA 15363,SIMPLE,005-2013-SENAGUA-DNCA-STRH
52,DHE-CCAY-008,733877,10118497,,RIO SANTIAGO,RIO SANTIAGO,CAMPAÑA 1,2013,14/08/2013,UTM,17 S,ESMERALDAS,ELOY ALFARO,MALDONADO,ESMERALDAS,RIO CAYAPAS,RIO SANTIAGO,15363,UNIDAD HIDROGRAFICA 15363,SIMPLE,005-2013-SENAGUA-DNCA-STRH
53,DHE-CCAY-009,724504,10116611,,RIO CAYAPAS,RIO CAYAPAS,CAMPAÑA 1,2013,15/08/2013,UTM,17 S,ESMERALDAS,ELOY ALFARO,BORBON,ESMERALDAS,RIO CAYAPAS,RIO CAYAPAS,15362,CUENCA RIO CAYAPAS,SIMPLE,005-2013-SENAGUA-DNCA-STRH
54,DHE-CCAY-010,724697,10111306,11,RIO ANAYACU,RIO ANAYACU,CAMPAÑA 1,2013,15/08/2013,UTM,17 S,ESMERALDAS,ELOY ALFARO,BORBON,ESMERALDAS,RIO CAYAPAS,,15362,CUENCA RIO CAYAPAS,SIMPLE,005-2013-SENAGUA-DNCA-STRH
55,DHE-CCAY-006,739091,10099089,,RIO SANTIAGO,RIO SANTIAGO SELVA ALEGRE,CAMPAÑA 1,2013,15/08/2013,UTM,17 S,ESMERALDAS,ELOY ALFARO,SELVA ALEGRE,ESMERALDAS,RIO CAYAPAS,,15365,UNIDAD HIDROGRAFICA 15365,SIMPLE,005-2013-SENAGUA-DNCA-STRH
56,DHE-CESM-021,772000,9975957,3253,VERTIENTE CHAZO,VERTIENTE CHAZO,CAMPAÑA 1,2013,27/08/2013,UTM,17 S,PICHINCHA,QUITO,LLOA,ESMERALDAS,RIO ESMERALDAS,,15286,CUENCA RIO CINTO,SIMPLE,011-2013-SENAGUA-DNCA-STRH
57,DHE-CESM-022,759177,9968601,2792,,,CAMPAÑA 1,2013,27/08/2013,UTM,17 S,PICHINCHA,QUITO,LLOA,ESMERALDAS,RIO ESMERALDAS,,15289,UNIDAD HIDROGRAFICA 15289,SIMPLE,011-2013-SENAGUA-DNCA-STRH
58,DHE-CESM-025,723461,9972267,1085,VERTIENTE DEL LINDICHE,VERTIENTE DEL LINDICHE,CAMPAÑA 1,2013,28/08/2013,UTM,17 S,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ALLURIQUIN,ESMERALDAS,RIO ESMERALDAS,,15282,CUENCA DEL RIO MULAUTE,SIMPLE,011-2013-SENAGUA-DNCA-STRH
59,DHE-CESM-023,730026,9965320,881,RIO PILATON,RIO PILATON,CAMPAÑA 1,2013,28/08/2013,UTM,17 S,PICHINCHA,MEJIA,MANUEL CORNEJO ASTORGA (TANDAPI),ESMERALDAS,RIO ESMERALDAS,RIO BLANCO,15294,CUENCA RIO PILATON,SIMPLE,011-2013-SENAGUA-DNCA-STRH
60,DHE-CESM-024,727803,9964692,804,RIO TOACHI,RIO TOACHI,CAMPAÑA 1,2013,28/08/2013,UTM,17 S,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ALLURIQUIN,ESMERALDAS,RIO ESMERALDAS,RIO BLANCO,15295,UNIDAD HIDROGRAFICA 15295,SIMPLE,011-2013-SENAGUA-DNCA-STRH
61,DHE-CESM-026,707108,9973159,504,RIO TOACHI,RIO TOACHI,CAMPAÑA 1,2013,29/08/2013,UTM,17 S,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,ESMERALDAS,RIO ESMERALDAS,RIO BLANCO,15293,UNIDAD HIDROGRAFICA 15293,SIMPLE,011-2013-SENAGUA-DNCA-STRH
62,DHE-CESM-028,691199,9990341,275,RIO BLANCO,RIO BLANCO,CAMPAÑA 1,2013,29/08/2013,UTM,17 S,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,VALLE HERMOSO,ESMERALDAS,RIO ESMERALDAS,RIO BLANCO,15279,UNIDAD HIDROGRAFICA 15279,SIMPLE,011-2013-SENAGUA-DNCA-STRH
63,DHE-CESM-029,678498,10002858,199,RIO COCOLA,RIO COCOLA,CAMPAÑA 1,2013,29/08/2013,UTM,17 S,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),ESMERALDAS,RIO ESMERALDAS,RIO BLANCO,15277,UNIDAD HIDROGRAFICA 15277,SIMPLE,011-2013-SENAGUA-DNCA-STRH
64,DHE-CESM-031,694152,10013211,145,RIO CAONI,RIO CAONI,CAMPAÑA 1,2013,29/08/2013,UTM,17 S,PICHINCHA,PUERTO QUITO,PUERTO QUITO,ESMERALDAS,RIO ESMERALDAS,,15274,CUENCA RIO CAONI,SIMPLE,011-2013-SENAGUA-DNCA-STRH
65,DHE-CESM-030,716151,10006272,611,RIO ACHOTILLO,RIO ACHOTILLO,CAMPAÑA 1,2013,29/08/2013,UTM,17 S,PICHINCHA,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,ESMERALDAS,RIO ESMERALDAS,,15274,CUENCA RIO CAONI,SIMPLE,011-2013-SENAGUA-DNCA-STRH
66,DHE-CESM-027,732338,10000608,794,RIO BLANCO,RIO BLANCO,CAMPAÑA 1,2013,29/08/2013,UTM,17 S,PICHINCHA,SAN MIGUEL DE LOS BANCOS,SAN MIGUEL DE LOS BANCOS,ESMERALDAS,RIO ESMERALDAS,,15283,UNIDAD HIDROGRAFICA 15283,SIMPLE,011-2013-SENAGUA-DNCA-STRH
67,DHE-CESM-019,732480,9891330,3800,VERTIENTE RUMICRUZ CHICO,VERTIENTE RUMICRUZ CHICO,CAMPAÑA 1,2013,30/08/2013,UTM,17 S,COTOPAXI,PUJILI,ZUMBAHUA,ESMERALDAS,RIO ESMERALDAS,,15299,UNIDAD HIDROGRAFICA 15299,SIMPLE,011-2013-SENAGUA-DNCA-STRH
68,DHE-CESM-020,762263,9948096,3187,QDA. SAN AGUSTIN,QDA. SAN AGUSTIN,CAMPAÑA 1,2013,30/08/2013,UTM,17 S,PICHINCHA,MEJIA,ALOAG,ESMERALDAS,RIO ESMERALDAS,,15294,CUENCA RIO PILATON,SIMPLE,011-2013-SENAGUA-DNCA-STRH
69,DHE-CESM-035,647624,10029873,180,ESTERO PIEDREDURO,ESTERO PIEDREDURO,CAMPAÑA 1,2013,17/09/2013,UTM,17 S,MANABI,PEDERNALES,COJIMIES,ESMERALDAS,RIO ESMERALDAS,,15266,CUENCA DEL RIO DOGOLA,SIMPLE,016-2013-SENAGUA-DNCA-STRH
70,DHE-CESM-036,651548,10029744,110,RIO SANTIMA,RIO SANTIMA,CAMPAÑA 1,2013,17/09/2013,UTM,17 S,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),ESMERALDAS,RIO ESMERALDAS,,15262,CUENCA RIO SANTIMA,SIMPLE,016-2013-SENAGUA-DNCA-STRH
71,DHE-CESM-037,665350,10024776,83,CERPE VIEJA,RIO QUININDE,CAMPAÑA 1,2013,18/09/2013,UTM,17 S,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),ESMERALDAS,RIO ESMERALDAS,RIO QUININDE,15263,UNIDAD HIDROGRAFICA 15263,SIMPLE,016-2013-SENAGUA-DNCA-STRH
