Nro,CODIGO,X,Y,ALTURA,SITIO,FUENTE,CAMPAÑA,AÑO,FECHA,DATUM,ZONA,PROVINCIA,CANTON,PARROQUIA,DEMARCACION HIDROGRAFICA,CUENCA,SUBCUENCA, CODIGO UNIDAD HIDROGRAFICA PFAFSTETTER, UNIDAD HIDROGRAFICA PFAFSTETTER,TIPO DE MUESTRA,NUMERO DE ORDEN DE TRABAJO
72,DHE-CESM-040,650473,10045590,212,ESTERO COLORADO TURBIO,ESTERO COLORADO TURBIO,CAMPAÑA 1,2013,18/09/2013,UTM,17 S,ESMERALDAS,QUININDE,CUBE,ESMERALDAS,RIO ESMERALDAS,,15216,CUENCA RIO VICHE,SIMPLE,016-2013-SENAGUA-DNCA-STRH
73,DHE-CESM-039,660685,10043037,117,SAN ANDRES,RIO CUPA,CAMPAÑA 1,2013,18/09/2013,UTM,17 S,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),ESMERALDAS,RIO ESMERALDAS,RIO CUPA,15261,UNIDAD HIDROGRAFICA 15261,SIMPLE,016-2013-SENAGUA-DNCA-STRH
74,DHE-CESM-041,645684,10077760,59,RIO HUELE,RIO HUELE,CAMPAÑA 1,2013,19/09/2013,UTM,17 S,ESMERALDAS,ESMERALDAS,CRNEL. CARLOS CONCHA TORRES (CAB. EN HUELE),ESMERALDAS,RIO ESMERALDAS,RIO TEAONE,15212,CUENCA RIO TABLAZO,SIMPLE,016-2013-SENAGUA-DNCA-STRH
75,DHE-CESM-042,644139,10094040,18,RIO TEAONE,RIO TEAONE,CAMPAÑA 1,2013,19/09/2013,UTM,17 S,ESMERALDAS,ESMERALDAS,TABIAZO,ESMERALDAS,RIO ESMERALDAS,RIO TEAONE,15212,CUENCA RIO TABLAZO,SIMPLE,016-2013-SENAGUA-DNCA-STRH
76,DHE-CESM-034,655717,10009155,102,MATAMBA,RIO QUININDE,CAMPAÑA 1,2013,19/09/2013,UTM,17 S,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),ESMERALDAS,RIO ESMERALDAS,RIO QUININDE,15267,UNIDAD HIDROGRAFICA 15267,SIMPLE,016-2013-SENAGUA-DNCA-STRH
77,DHE-CESM-033,655493,9997310,120,RIO BUA,RIO BUA,CAMPAÑA 1,2013,20/09/2013,UTM,17 S,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),ESMERALDAS,RIO ESMERALDAS,RIO QUININDE,15267,UNIDAD HIDROGRAFICA 15267,SIMPLE,016-2013-SENAGUA-DNCA-STRH
78,DHE-CESM-032,626520,9974073,196,ESTERO QUININDECITO,ESTERO QUININDECITO,CAMPAÑA 1,2013,20/09/2013,UTM,17 S,MANABI,FLAVIO ALFARO,SAN FRANCISCO DE NOVILLO (CAB. EN NOVILLO),ESMERALDAS,RIO ESMERALDAS,,15269,UNIDAD HIDROGRAFICA 15269,SIMPLE,016-2013-SENAGUA-DNCA-STRH
79,DHE-CESM-013,831503,10013169,3333,,,CAMPAÑA 1,2013,23/09/2013,UTM,17 S,PICHINCHA,CAYAMBE,OLMEDO (PESILLO),ESMERALDAS,RIO ESMERALDAS,,15246,CUENCA RIO PISQUE,SIMPLE,019-2013-SENAGUA-DNCA-STRH
80,DHE-CESM-014,786063,10009990,1555,RIO GUAYLLABAMBA,RIO GUAYLLABAMBA,CAMPAÑA 1,2013,23/09/2013,UTM,17 S,PICHINCHA,QUITO,SAN ANTONIO,ESMERALDAS,RIO ESMERALDAS,RIO GUAYLLABAMBA,15245,UNIDAD HIDROGRAFICA 15245,SIMPLE,019-2013-SENAGUA-DNCA-STRH
81,DHE-CESM-015,762623,10019612,914,RIO GUAYLLABAMBA,RIO GUAYLLABAMBA,CAMPAÑA 1,2013,24/09/2013,UTM,17 S,PICHINCHA,QUITO,NANEGAL,ESMERALDAS,RIO ESMERALDAS,RIO GUAYLLABAMBA,15245,UNIDAD HIDROGRAFICA 15245,SIMPLE,019-2013-SENAGUA-DNCA-STRH
82,DHE-CESM-016,764281,10024098,991,RIO INTAG,RIO INTAG,CAMPAÑA 1,2013,24/09/2013,UTM,17 S,PICHINCHA,QUITO,SAN JOSE DE MINAS,ESMERALDAS,RIO ESMERALDAS,RIO GUAYLLABAMBA,15244,CUENCA DEL RIO INTAG,SIMPLE,019-2013-SENAGUA-DNCA-STRH
83,DHE-CESM-017,729568,10017861,514,RIO PACHIJAL,RIO PACHIJAL,CAMPAÑA 1,2013,24/09/2013,UTM,17 S,PICHINCHA,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,ESMERALDAS,RIO ESMERALDAS,RIO GUAYLLABAMBA,15241,UNIDAD HIDROGRAFICA 15241,SIMPLE,019-2013-SENAGUA-DNCA-STRH
84,DHE-CESM-038,669449,10036443,72,RIO QUININDE,RIO QUININDE,CAMPAÑA 1,2013,25/09/2013,UTM,17 S,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),ESMERALDAS,RIO ESMERALDAS,RIO QUININDE,15261,UNIDAD HIDROGRAFICA 15261,SIMPLE,019-2013-SENAGUA-DNCA-STRH
85,DHE-CESM-018,677896,10050461,60,RIO GUAYLLABAMBA,RIO GUAYLLABAMBA,CAMPAÑA 1,2013,25/09/2013,UTM,17 S,ESMERALDAS,QUININDE,MALIMPIA,ESMERALDAS,RIO ESMERALDAS,RIO GUAYLLABAMBA,15251,UNIDAD HIDROGRAFICA 15251,SIMPLE,019-2013-SENAGUA-DNCA-STRH
86,DHE-CESM-043,675395,10058753,40,MALIMPIA. LA FAVORITA,RIO ESMERALDAS,CAMPAÑA 1,2013,26/09/2013,UTM,17 S,ESMERALDAS,QUININDE,CHURA (CHANCAMA) (CAB. EN EL YERBERO),ESMERALDAS,RIO ESMERALDAS,RIO ESMERALDAS,15219,UNIDAD HIDROGRAFICA 15219,SIMPLE,019-2013-SENAGUA-DNCA-STRH
87,DHE-CESM-DE-MMP-001,788815,9959916,2624,RIO PITA,RIO PITA,CAMPAÑA 1,2013,25/10/2013,UTM,17 S,PICHINCHA,RUMIÑAHUI,SANGOLQUI,ESMERALDAS,RIO ESMERALDAS,RIO GUAYLLABAMBA,15248,CUENCA RIO PITA,SIMPLE,026-2013-SENAGUA-DNCA-STRH
88,DHE-CESM-009,787709,9961889,2561,RIO PITA,RIO PITA,CAMPAÑA 1,2013,25/10/2013,UTM,17 S,PICHINCHA,RUMIÑAHUI,SANGOLQUI,ESMERALDAS,RIO ESMERALDAS,RIO GUAYLLABAMBA,15248,CUENCA RIO PITA,SIMPLE,026-2013-SENAGUA-DNCA-STRH
89,DHE-CESM-001,759090,9927876,3707,QUEBRADA CUCHIHUASI,QUEBRADA CUCHIHUASI,CAMPAÑA 1,2013,30/10/2013,UTM,17 S,PICHINCHA,MEJIA,EL CHAUPI,ESMERALDAS,RIO ESMERALDAS,RIO GUAYLLABAMBA,15249,UNIDAD HIDROGRAFICA 15249,SIMPLE,027-2013-SENAGUA-DNCA-STRH
90,DHE-CESM-002,760282,9936580,3742,VERTIENTE CORAZON,VERTIENTE CORAZON,CAMPAÑA 1,2013,30/10/2013,UTM,17 S,PICHINCHA,MEJIA,EL CHAUPI,ESMERALDAS,RIO ESMERALDAS,RIO GUAYLLABAMBA,15249,UNIDAD HIDROGRAFICA 15249,SIMPLE,027-2013-SENAGUA-DNCA-STRH
91,DHE-CESM-003,771402,9937064,,QUEBRADA S/N,QUEBRADA S/N,CAMPAÑA 1,2013,30/10/2013,UTM,17 S,PICHINCHA,MEJIA,MACHACHI,ESMERALDAS,RIO ESMERALDAS,RIO GUAYLLABAMBA,15249,UNIDAD HIDROGRAFICA 15249,SIMPLE,027-2013-SENAGUA-DNCA-STRH
92,DHE-CESM-010,769119,9965622,3199,CHORRERA,CHORRERA,CAMPAÑA 1,2013,31/10/2013,UTM,17 S,PICHINCHA,QUITO,QUITO,ESMERALDAS,RIO ESMERALDAS,RIO GUAYLLABAMBA,15247,UNIDAD HIDROGRAFICA 15247,SIMPLE,027-2013-SENAGUA-DNCA-STRH
93,DHE-CESM-011,809786,9973731,3301,RIO GUAMBI,RIO GUAMBI,CAMPAÑA 1,2013,31/10/2013,UTM,17 S,PICHINCHA,QUITO,PIFO,ESMERALDAS,RIO ESMERALDAS,RIO GUAYLLABAMBA,15247,UNIDAD HIDROGRAFICA 15247,SIMPLE,027-2013-SENAGUA-DNCA-STRH
94,DHE-CESM-012,787540,9979505,2246,MACHANGARA,MACHANGARA,CAMPAÑA 1,2013,31/10/2013,UTM,17 S,PICHINCHA,QUITO,CUMBAYA,ESMERALDAS,RIO ESMERALDAS,RIO GUAYLLABAMBA,15247,UNIDAD HIDROGRAFICA 15247,SIMPLE,027-2013-SENAGUA-DNCA-STRH
95,DHE-CESM-007,771348,9957309,,QDA.I.2,QDA.I.2,CAMPAÑA 1,2013,29/10/2013,UTM,17 S,PICHINCHA,MEJIA,CUTUGLAHUA,ESMERALDAS,RIO ESMERALDAS,RIO GUAYLLABAMBA,15249,UNIDAD HIDROGRAFICA 15249,SIMPLE,024-2013-SENAGUA-DNCA-STRH
96,DHE-CESM-008,771566,9957964,,QDA. JALUPANA,QDA. JALUPANA,CAMPAÑA 1,2013,29/10/2013,UTM,17 S,PICHINCHA,MEJIA,CUTUGLAHUA,ESMERALDAS,RIO ESMERALDAS,RIO GUAYLLABAMBA,15249,UNIDAD HIDROGRAFICA 15249,SIMPLE,024-2013-SENAGUA-DNCA-STRH
97,DHE-CESM-004,766399,9936345,3111,CHAUPI,RIO JAMBELI,CAMPAÑA 1,2013,04/12/2013,UTM,17 S,PICHINCHA,,,ESMERALDAS,RIO ESMERALDAS,,,,SIMPLE,040-2013-SENAGUA-DNCA-STRH
98,DHE-CESM-005,772978,9951808,2731,RIO SAN PEDRO. PTE. MORCO,RIO SAN PEDRO,CAMPAÑA 1,2013,04/12/2013,UTM,17 S,PICHINCHA,,,ESMERALDAS,RIO ESMERALDAS,RIO GUAYLLABAMBA,,,SIMPLE,040-2013-SENAGUA-DNCA-STRH
99,DHE-CESM-006,776163,9956676,2627,RIO SAN PEDRO. FABRICA TROPICO,RIO SAN PEDRO,CAMPAÑA 1,2013,04/12/2013,UTM,17 S,PICHINCHA,,,ESMERALDAS,RIO ESMERALDAS,RIO GUAYLLABAMBA,,,SIMPLE,040-2013-SENAGUA-DNCA-STRH
100,DHM-CC0J-01,622838,10010983,23,COJIMIES,RIO CHEVE ALTO,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,PEDERNALES,COJIMIES,MANABI,ESTERO ARRASTRADERO ,,15194,CUENCA ESTERO ARRASTRADERO,SIMPLE,008-2013-SENAGUA-DNCA-STRH
101,DHM-CCOJ-02,618164,10017346,19,COJIMIES,RIO CHEVE BAJO,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,PEDERNALES,COJIMIES,MANABI,ESTERO ARRASTRADERO ,,15194,CUENCA ESTERO ARRASTRADERO,SIMPLE,008-2013-SENAGUA-DNCA-STRH
102,DHM-CC0J-03,614285,10005957,72,PEDERNALES,RIO VITE Y NALPEZ,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,PEDERNALES,PEDERNALES,MANABI,ESTERO ARRASTRADERO ,,15194,CUENCA ESTERO ARRASTRADERO,SIMPLE,008-2013-SENAGUA-DNCA-STRH
103,DHM-CCOJ-04,610397,10012316,10,PEDERNALES,RIO VITE BAJO,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,PEDERNALES,PEDERNALES,MANABI,ESTERO ARRASTRADERO ,,15194,CUENCA ESTERO ARRASTRADERO,SIMPLE,008-2013-SENAGUA-DNCA-STRH
104,DHM-CCHO-01,615624,9919943,9,CHONE,RIOGRANDE,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,CHONE,CHONE,MANABI,RIO CHONE,RIO CHONE,15162,CUENCA ALTA RIO CHONE,SIMPLE,008-2013-SENAGUA-DNCA-STRH
105,DHM-CCHO-02,607464,9931019,17,RICAURTE,UNION DEL RIO GARAPATILLA Y SANTO,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,CHONE,RICAURTE,MANABI,RIO CHONE ,RIO CHONE ,15162,CUENCA ALTA RIO CHONE,SIMPLE,008-2013-SENAGUA-DNCA-STRH
106,DHM-CCHO-03,592696,9922199,9,SAN ANTONIO,RIO CHONE BAJO,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,CHONE,SAN ANTONIO,MANABI,RIO CHONE ,RIO BAJO CHONE,15162,CUENCA ALTA RIO CHONE,SIMPLE,008-2013-SENAGUA-DNCA-STRH
107,DHM-CCHO-04,612343,9900499,87,CALCETA,ESTERO PRIMERA PIEDRA,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,BOLIVAR,CALCETA,MANABI,,,15169,UNIDAD HIDROGRAFICA 15169,SIMPLE,008-2013-SENAGUA-DNCA-STRH
108,DHM-CCHO-05,590847,9900499,57,JUNIN,RIOMOSCA,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,JUNIN,JUNIN,MANABI,RIO CHONE,RIO CARRIZAL,15168,CUENCA RIO MOSCA,SIMPLE,008-2013-SENAGUA-DNCA-STRH
109,DHM-CCHO-06,587215,9915216,22,BACHILLERO,RIO CARRISAL,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,TOSAGUA,BACHILLERO,MANABI,RIO CHONE ,RIO CARIZAL ,15163,UNIDAD HIDROGRAFICA 15163,SIMPLE,008-2013-SENAGUA-DNCA-STRH
110,DHM-CPOR-01,597656,9879721,116,SAN PLACIDO,RIO PATA DE PAJARO,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,PORTOVIEJO,SAN PLACIDO,MANABI,RIO CUAQUE ,RIO CUAQUE ALTO,15149,UNIDAD HIDROGRAFICA 15149,SIMPLE,008-2013-SENAGUA-DNCA-STRH
111,DHM-CPOR-02,585478,9876894,39,HONORATO VASQUEZ (CAB EN VASQUEZ),RIO PORTOVIEJO,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,SANTA ANA,HONORATO VASQUEZ (CAB EN VASQUEZ),MANABI,RIO PORTOVIEJO ,RIO PORTOVIEJO ALTO ,15149,UNIDAD HIDROGRAFICA 15149,SIMPLE,008-2013-SENAGUA-DNCA-STRH
112,DHM-CPOR-03,573027,9867117,30,SANTA ANA DE VUELTA LARGA,RIO PORTOVIEJO,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,SANTA ANA,SANTA ANA DE VUELTA LARGA,MANABI,RIO PORTOVIEJO ,RIO PORTOVIEJO ALTO ,15149,UNIDAD HIDROGRAFICA 15149,SIMPLE,008-2013-SENAGUA-DNCA-STRH
113,DHM-CPOR-04,566088,9875974,56,PORTOVIEJO,RIO PORTOVIEJO,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,PORTOVIEJO,PORTOVIEJO,MANABI,RIO PORTOVIEJO ,RIO PORTOVIEJO ALTO ,15145,UNIDAD HIDROGRAFICA 15145,SIMPLE,008-2013-SENAGUA-DNCA-STRH
114,DHM-CPOR-05,556606,9885796,76,PORTOVIEJO,RIO PORTOVIEJO,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,PORTOVIEJO,PORTOVIEJO,MANABI,RIO PORTOVIEJO ,RIO PORTOVIEJO ALTO ,15145,UNIDAD HIDROGRAFICA 15145,SIMPLE,008-2013-SENAGUA-DNCA-STRH
115,DHM-CPOR-06,560073,9895335,20,ROCAFUERTE,UNION RIOCHICO-PORTOVIEJO,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,ROCAFUERTE,ROCAFUERTE,MANABI,,,15143,UNIDAD HIDROGRAFICA 15143,SIMPLE,008-2013-SENAGUA-DNCA-STRH
116,DHM-CPOR-07,588416,9882540,73,SAN PLACIDO,RIO MACHA GRANDE,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,PORTOVIEJO,SAN PLACIDO,MANABI,RIO PORTOVIEJO ,RIO CHICO ,15144,CUENCA RIO CHICO,SIMPLE,008-2013-SENAGUA-DNCA-STRH
117,DHM-CPOR-08,564215,9892040,73,JUNIN,RIO CHICO,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,JUNIN,JUNIN,MANABI,RIO PORTOVIEJO ,RIO CHICO ,15168,CUENCA RIO MOSCA,SIMPLE,008-2013-SENAGUA-DNCA-STRH
118,DHM-CAYA-01,541481,9817006,135,PEDRO PABLO GOMEZ,RIOGRANDE,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,JIPIJAPA,PEDRO PABLO GOMEZ,MANABI,RIO AYAMPE,RIO AYAMPE,15134,CUENCA RIO AYAMPE,SIMPLE,008-2013-SENAGUA-DNCA-STRH
119,DHM-CAYA-02,523410,9815809,9,AYAMPE,RIOAYAMPE,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,JIPIJAPA,PEDRO PABLO GOMEZ,MANABI,RIO AYAMPE,RIO AYAMPE ,15134,CUENCA RIO AYAMPE,SIMPLE,008-2013-SENAGUA-DNCA-STRH
120,DHM-CCUA-01,623319,10000119,100,PEDERNALES,RIO CUAQUE (SECTOR EL ACHIOTE),CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,PEDERNALES,PEDERNALES,MANABI,RIO CUAQUE ,RIO CUAQUE BAJO ,15192,CUENCA TRIO CUAQUE,SIMPLE,008-2013-SENAGUA-DNCA-STRH
121,DHM-CCUA-02,602937,10000170,21,PEDERNALES,RIO CUAQUE,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,PEDERNALES,PEDERNALES,MANABI,RIO CUAQUE ,RIO CUAQUE BAJO ,15192,CUENCA RIO CUAQUE,SIMPLE,008-2013-SENAGUA-DNCA-STRH
122,DHM-CBRI-01,580113,9943932,88,SAN VICENTE,ESTERO ROSA BLANCA,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,SAN VICENTE,SAN VICENTE,MANABI,RIO BRICEÑO ,RIO BRICEÑO ,15174,CUENCA RIO BRICE±O,SIMPLE,008-2013-SENAGUA-DNCA-STRH
123,DHM-CBRI-02,566374,9944650,6,SAN VICENTE,RIOBRISE±O,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,SAN VICENTE,SAN VICENTE,MANABI,RIO BRICEÑO ,RIO BRICEÑO ,15174,CUENCA RIO BRICE±O,SIMPLE,008-2013-SENAGUA-DNCA-STRH
124,DHM-CJAM-01,611684,9950751,149,ZAPALLO,RIO ZAPALLO,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,FLAVIO ALFARO,ZAPALLO,MANABI,RIO MUCHACHO ,RIO MUCHACHO ,15188,CUENCA RIO YESCAS,SIMPLE,008-2013-SENAGUA-DNCA-STRH
125,DHM-CJAM-02,583986,9975384,7,JAMA,RIO JAMA,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,JAMA,JAMA,MANABI,RIO JAMA ,RIO JAMA ALTO ,15181,UNIDAD HIDROGRAFICA 15181,SIMPLE,008-2013-SENAGUA-DNCA-STRH
126,DHM-CBUE-01,552225,9835995,507,EL ANEGADO (CAB. EN ELOY ALFARO),RIO SAN LORENZO,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,JIPIJAPA,EL ANEGADO (CAB. EN ELOY ALFARO),MANABI,RIO BUENA VISTA ,RIO BABAHOYO-MILAGRO,15136,CUENCA TIO BUENA VISTA,SIMPLE,008-2013-SENAGUA-DNCA-STRH
127,DHM-CBUE-02,541895,9836625,345,JULCUY,RIO JUCUY,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,JIPIJAPA,JULCUY,MANABI,RIO BUENA VISTA ,,15136,CUENCA TIO BUENA VISTA,SIMPLE,008-2013-SENAGUA-DNCA-STRH
128,DHM-CJIP-01,541525,9848196,473,JIPIJAPA,JIPIJAPA,CAMPAÑA 1,2013,,WGS 84,17 S,MANABI,JIPIJAPA,JIPIJAPA,MANABI,RIO JIPIJAPA,RIO JIPIJAPA,,,SIMPLE,008-2013-SENAGUA-DNCA-STRH
129,DHG-CDA-01,621560,9956990,,EN EL SECTOR MASCARAS 5 KM. DE FLAVIO ALFARO PUENTE, RIO PESCADILLO,CAMPAÑA 1,2013,15/08/2014,WGS84,17S,MANABI,FALVIO ALFARO,FLAVIO ALFARO RECINTO QUIÑONEZ,GUAYAS,RIO GUAYAS,RIO DAULE,14299,UNIDAD HIDROGRAFICA 14299,SIMPLE,006-2013-SENAGUA-DNCA-STRH
130,DHG-CDA-02,620674,9963182,,PUENTE MASCARAS EN KM. 52 VIA FLAVIO ALFARO EL CARMEN,RIO LA MORENA,CAMPAÑA 1,2013,14/08/2014,WGS84,17S,MANABI,FLAVIO ALFARO,FLAVIO ALFARO RECINTO QUIÑONEZ,GUAYAS,,,14298,CUENCA RIO LA MORENA,SIMPLE,006-2013-SENAGUA-DNCA-STRH
131,DHG-CDA-03,660261,9951915,,LA BRAMADORA,RIO PUPUSA,CAMPAÑA 1,2013,14/08/2014,WGS84,17S,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EL CARMEN,GUAYAS,,,14297,UNIDAD HIDROGRAFICA 14297,SIMPLE,006-2013-SENAGUA-DNCA-STRH
132,DHG-CDA-04,686113,9972425,,INGRESO ROTULO RESTAURANT POSADA DE MARIEL ESCUELA CARMEN BENALCAZAR MANO IZQUIERDA,RIO CAJONES ,CAMPAÑA 1,2013,15/08/2014,WGS84,17S,MANABI,SANTO DOMINGO,SANTO DOMINGO,GUAYAS,,,14297,UNIDAD HIDROGRAFICA 14297,SIMPLE,006-2013-SENAGUA-DNCA-STRH
133,DHG-CDA-05,682177,9956503,,INGRESO POR LA GASOLINERA PASANDO EL RECINTO LOS ANGELES,RIO CONGOMA,CAMPAÑA 1,2013,16/08/2014,WGS84,17S,BUENA FE,BUENA FE,PUERTO LIMON,GUAYAS,,,14294,CUENCA RIO PERIPA,SIMPLE,006-2013-SENAGUA-DNCA-STRH
134,DHG-CDA-06,688347,9956062,,VIA LUZ DE AMERICA-EL LIMON,RIO SALGANA  - ARRIBA,CAMPAÑA 1,2013,13/08/2014,WGS84,17S,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,LUZ DE AMERICA,GUAYAS,,,14294,CUENCA RIO PERIPA,SIMPLE,006-2013-SENAGUA-DNCA-STRH
135,DHG-CDA-07,674097,9932417,,AGUAS ABAJO DEL BUEVO COMPLEJO STO. DOMINGO,RIO SALGANA - ABAJO,CAMPAÑA 1,2013,16/08/2014,WGS84,17S,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,LUZ DE AMERICA,GUAYAS,,,14294,CUENCA RIO PERIPA,SIMPLE,006-2013-SENAGUA-DNCA-STRH
136,DHG-CDA-08,670306,9925687,,ENTRADA POR HIDROLITORAL ANTES DE UNICE CON AGUAS TURBINADAS DEL BABA,RIO CHAUNE - ARRIBA,CAMPAÑA 1,2013,15/08/2014,WGS84,17S,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SAN JACINTO DE BUENA FE,GUAYAS,RIO GUAYAS,RIO DAULE,14294,CUENCA RIO PERIPA,SIMPLE,006-2013-SENAGUA-DNCA-STRH
137,DHG-CDA-09,667683,9936645,,INGRESO POR LA VIA AL PARAISO DE LA 14 EN EL PUENTE,RIO PERIPA,CAMPAÑA 1,2013,13/08/2014,WGS84,17S,MANGA DEL CURA AREA NO DELIMITADA,MANGA DEL CURA,MANGA DEL CURA,GUAYAS,RIO GUAYAS,RIO DAULE,14294,CUENCA RIO PERIPA,SIMPLE,006-2013-SENAGUA-DNCA-STRH
138,DHG-CDA-10,631016,9883943,,EN MALECON DEL CATON PICHICHA,RIO DAULE - PICHINCHA,CAMPAÑA 1,2013,15/08/2014,WGS84,17S,MANABI,PICHINCHA,PICHINCHA,GUAYAS,RIO GUAYAS,RIO DAULE,14293,UNIDAD HIDROGRAFICA 14293,SIMPLE,006-2013-SENAGUA-DNCA-STRH
139,DHG-CDA-11,621255,9849016,,EN BALZAR CENTRO DE LA CIUDAD INGRESO POR EL PARQUE CENTRAL ESTACION FLUVIAL (CANOAS),RIO DAULE - BALZAR,CAMPAÑA 1,2013,15/08/2014,WGS84,17S,GUAYAS,BALZAR,BALZAR,GUAYAS,RIO GUAYAS,RIO DAULE,14279,UNIDAD HIDROGRAFICA 14279,SIMPLE,006-2013-SENAGUA-DNCA-STRH
140,DHG-CDA-12,611407,9828359,,A 200 M DESPUES DE LA UNION CON EL RIO COLIMES,RIO DAULE- COLIMES,CAMPAÑA 1,2013,13/08/2014,WGS84,17S,GUAYAS,COLIMES,COLIMES,GUAYAS,RIO GUAYAS,RIO DAULE,14259,UNIDAD HIDROGRAFICA 14259,SIMPLE,006-2013-SENAGUA-DNCA-STRH
141,DHG-CDA-13,613261,9809519,,EN GASOLINERA AL INGRESO A STA. LUCIA VIA GQUIL-STA. LUCIA,RIO DAULE - STA LUCIA,CAMPAÑA 1,2013,13/08/2014,WGS84,17S,SANTA LUCIA,SANTA LUCIA,SANTA LUCIA,GUAYAS,RIO GUAYAS,RIO DAULE,14255,UNIDAD HIDROGRAFICA 14255,SIMPLE,006-2013-SENAGUA-DNCA-STRH
142,DHG-CDA-14,618233,9791389,,EN EL PUENTE VIA LAS MARAVILLAS DAULE,RIO PULA,CAMPAÑA 1,2013,12/08/2014,WGS84,17S,GUAYAS,DAULE,DAULE,GUAYAS,RIO GUAYAS,RIO DAULE,14223,UNIDAD HIDROGRAFICA 14223,SIMPLE,006-2013-SENAGUA-DNCA-STRH
143,DHG-CDA-15,613046,9780840,,KM. 21 VIA A DAULE ESTACION DE BOMBEO TRASVASE RIO DAULE,RIO DAULE - EST BOMBEO,CAMPAÑA 1,2013,12/08/2014,WGS84,17S,GUAYAS,GUAYAQUIL,GUAYAQUIL,GUAYAS,RIO GUAYAS,RIO DAULE,14218,CUENCA 14218,SIMPLE,006-2013-SENAGUA-DNCA-STRH
